dataset,instance_id,commit_id,parent_sha,bug_category,model,agent,strategy,run_role,method,source_files,modified_func_names,bug_reveal_tests,patch_path,test_status,bug_fix_verdict,confirmed_bug_fix_for_rate,review_confidence,review_reason,risk_signals,patch_files,gold_files,add_jaccard,add_seq_ratio,remove_jaccard,remove_seq_ratio,patch_changed_lines,gold_changed_lines,elapsed_seconds,total_tokens,prompt_tokens,completion_tokens,author_review_note,bug_fix_evidence
multi,pytorch_multi_full_0138_ir_25f72194e895,25f72194e8954d2c94a9633e3b64a1923a8b671c,96d94f574e32c63421dc7badb0a5c42bb29324c7,Shape,gpt,autocoderover,original-patched-short-known-location-editregion,main,gpt_autocoderover_main_autocoderover_openai_gpt4o_acrpatch_short_10000_remaining_from11_editregion,torch/_inductor/ir.py;torch/_inductor/lowering.py,def:DynamicScalar.__init__;def:tensor_constructor.inner,test/inductor/test_torchinductor_dynamic_shapes.py::test_unwrap_storage_didnt_work_repro,data/multi_func_160/patches/pytorch_multi_full_0138_ir_25f72194e895/gpt__autocoderover__main__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_inductor/ir.py;torch/_inductor/lowering.py,torch/_inductor/ir.py;torch/_inductor/lowering.py,0.000,0.203,0.000,0.000,4,3,14.081,966,814,152,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/ir.py', 'torch/_inductor/lowering.py']; gold_files=['torch/_inductor/ir.py', 'torch/_inductor/lowering.py']; add_seq=0.203; rem_seq=0.000; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=4; gold_lines=3; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0138_ir_25f72194e895,25f72194e8954d2c94a9633e3b64a1923a8b671c,96d94f574e32c63421dc7badb0a5c42bb29324c7,Shape,gpt,swe,tool-call-short-known-location-editregion,main,gpt_swe_main_swe_openai_gpt4o_toolcall_short_10000_remaining_from11_editregion,torch/_inductor/ir.py;torch/_inductor/lowering.py,def:DynamicScalar.__init__;def:tensor_constructor.inner,test/inductor/test_torchinductor_dynamic_shapes.py::test_unwrap_storage_didnt_work_repro,data/multi_func_160/patches/pytorch_multi_full_0138_ir_25f72194e895/gpt__swe__main__tool-call-short-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,medium,too_small_and_low_gold_similarity,,torch/_inductor/ir.py,torch/_inductor/ir.py;torch/_inductor/lowering.py,0.000,0.224,0.000,0.000,2,3,14.074,886,799,87,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/ir.py']; gold_files=['torch/_inductor/ir.py', 'torch/_inductor/lowering.py']; add_seq=0.224; rem_seq=0.000; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=2; gold_lines=3; risks=[]"
multi,pytorch_multi_full_0116___init___583484b72639,583484b7263977c5a51da9eae21e55b35bbb331c,5d7c3701e40374113921771097ebc65d9c2876bf,API,deepseek,swe,tool-call-short-known-location-editregion,no_patch_retry_fill,deepseek_swe_no_patch_retry_fill_swe_toolcall_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_dynamo/polyfills/__init__.py;torch/_dynamo/variables/dicts.py,def:SetVariable.call_method;def:set_union;def:set_update,test/dynamo/test_misc.py::test_frozenset_torch_func_contains;test/dynamo/test_misc.py::test_set_update,data/multi_func_160/patches/pytorch_multi_full_0116___init___583484b72639/deepseek__swe__no_patch_retry_fill__tool-call-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/_dynamo/polyfills/__init__.py;torch/_dynamo/variables/dicts.py,torch/_dynamo/polyfills/__init__.py;torch/_dynamo/variables/dicts.py,0.308,0.407,0.810,0.869,23,32,14.049,9223,1436,7787,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/polyfills/__init__.py', 'torch/_dynamo/variables/dicts.py']; gold_files=['torch/_dynamo/polyfills/__init__.py', 'torch/_dynamo/variables/dicts.py']; add_seq=0.407; rem_seq=0.869; add_jaccard=0.308; rem_jaccard=0.810; patch_lines=23; gold_lines=32; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0122___init___583484b72639,583484b7263977c5a51da9eae21e55b35bbb331c,5d7c3701e40374113921771097ebc65d9c2876bf,API,deepseek,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,deepseek_autocoderover_no_patch_retry_fill_autocoderover_acrpatch_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_dynamo/polyfills/__init__.py;torch/_dynamo/variables/dicts.py,def:SetVariable.call_method;def:set_union;def:set_update,test/dynamo/test_misc.py::test_frozenset_torch_func_contains;test/dynamo/test_misc.py::test_set_update,data/multi_func_160/patches/pytorch_multi_full_0122___init___583484b72639/deepseek__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/_dynamo/polyfills/__init__.py;torch/_dynamo/variables/dicts.py,torch/_dynamo/polyfills/__init__.py;torch/_dynamo/variables/dicts.py,0.385,0.703,0.810,0.869,24,32,10.241,7238,1445,5793,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/polyfills/__init__.py', 'torch/_dynamo/variables/dicts.py']; gold_files=['torch/_dynamo/polyfills/__init__.py', 'torch/_dynamo/variables/dicts.py']; add_seq=0.703; rem_seq=0.869; add_jaccard=0.385; rem_jaccard=0.810; patch_lines=24; gold_lines=32; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0143___init___583484b72639,583484b7263977c5a51da9eae21e55b35bbb331c,5d7c3701e40374113921771097ebc65d9c2876bf,API,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,deepseek_agentless_no_patch_retry_fill_agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion,torch/_dynamo/polyfills/__init__.py;torch/_dynamo/variables/dicts.py,def:SetVariable.call_method;def:set_union;def:set_update,test/dynamo/test_misc.py::test_frozenset_torch_func_contains;test/dynamo/test_misc.py::test_set_update,data/multi_func_160/patches/pytorch_multi_full_0143___init___583484b72639/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/_dynamo/polyfills/__init__.py;torch/_dynamo/variables/dicts.py,torch/_dynamo/polyfills/__init__.py;torch/_dynamo/variables/dicts.py,0.357,0.709,0.810,0.869,25,32,10.148,5548,1525,4023,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/polyfills/__init__.py', 'torch/_dynamo/variables/dicts.py']; gold_files=['torch/_dynamo/polyfills/__init__.py', 'torch/_dynamo/variables/dicts.py']; add_seq=0.709; rem_seq=0.869; add_jaccard=0.357; rem_jaccard=0.810; patch_lines=25; gold_lines=32; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0146_trace_rules_539c46b6e82e,539c46b6e82e16d22b745d8b320ae0bf9b1df90b,c29b4edbb97901e581043b5abfcf871a12b3fc71,API,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,deepseek_agentless_no_patch_retry_fill_agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,def:TorchInGraphFunctionVariable.is_tensor_method;def:get_tensor_method,test/dynamo/test_modes.py::test_register_hook,data/multi_func_160/patches/pytorch_multi_full_0146_trace_rules_539c46b6e82e/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,0.250,0.551,1.000,1.000,3,4,35.784,2944,991,1953,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; gold_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; add_seq=0.551; rem_seq=1.000; add_jaccard=0.250; rem_jaccard=1.000; patch_lines=3; gold_lines=4; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0146_trace_rules_539c46b6e82e,539c46b6e82e16d22b745d8b320ae0bf9b1df90b,c29b4edbb97901e581043b5abfcf871a12b3fc71,API,deepseek,aider,search-replace-short-known-location-editregion,main,deepseek_aider_main_aider_searchreplace_short_v4pro_3000_editregion,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,def:TorchInGraphFunctionVariable.is_tensor_method;def:get_tensor_method,test/dynamo/test_modes.py::test_register_hook,data/multi_func_160/patches/pytorch_multi_full_0146_trace_rules_539c46b6e82e/deepseek__aider__main__search-replace-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,0.143,0.596,1.000,1.000,6,4,22.598,2509,705,1804,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; gold_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; add_seq=0.596; rem_seq=1.000; add_jaccard=0.143; rem_jaccard=1.000; patch_lines=6; gold_lines=4; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0146_trace_rules_539c46b6e82e,539c46b6e82e16d22b745d8b320ae0bf9b1df90b,c29b4edbb97901e581043b5abfcf871a12b3fc71,API,deepseek,autocoderover,original-patched-short-known-location-editregion,main,deepseek_autocoderover_main_autocoderover_acrpatch_short_v4pro_3000_editregion,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,def:TorchInGraphFunctionVariable.is_tensor_method;def:get_tensor_method,test/dynamo/test_modes.py::test_register_hook,data/multi_func_160/patches/pytorch_multi_full_0146_trace_rules_539c46b6e82e/deepseek__autocoderover__main__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,0.250,0.551,1.000,1.000,3,4,22.691,2114,718,1396,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; gold_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; add_seq=0.551; rem_seq=1.000; add_jaccard=0.250; rem_jaccard=1.000; patch_lines=3; gold_lines=4; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0146_trace_rules_539c46b6e82e,539c46b6e82e16d22b745d8b320ae0bf9b1df90b,c29b4edbb97901e581043b5abfcf871a12b3fc71,API,gpt,agentless,search-replace-known-location-editregion,main,gpt_agentless_main_agentless_openai_gpt4o_searchreplace_10000_remaining_from11_editregion,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,def:TorchInGraphFunctionVariable.is_tensor_method;def:get_tensor_method,test/dynamo/test_modes.py::test_register_hook,data/multi_func_160/patches/pytorch_multi_full_0146_trace_rules_539c46b6e82e/gpt__agentless__main__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,0.250,0.595,1.000,1.000,3,4,26.451,1003,905,98,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; gold_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; add_seq=0.595; rem_seq=1.000; add_jaccard=0.250; rem_jaccard=1.000; patch_lines=3; gold_lines=4; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0146_trace_rules_539c46b6e82e,539c46b6e82e16d22b745d8b320ae0bf9b1df90b,c29b4edbb97901e581043b5abfcf871a12b3fc71,API,gpt,autocoderover,original-patched-short-known-location-editregion,main,gpt_autocoderover_main_autocoderover_openai_gpt4o_acrpatch_short_10000_remaining_from11_editregion,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,def:TorchInGraphFunctionVariable.is_tensor_method;def:get_tensor_method,test/dynamo/test_modes.py::test_register_hook,data/multi_func_160/patches/pytorch_multi_full_0146_trace_rules_539c46b6e82e/gpt__autocoderover__main__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,high,high_alignment_with_human_patch_and_passes_tests,many_numeric_literals,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,torch/_dynamo/trace_rules.py;torch/_dynamo/variables/torch.py,0.250,0.595,1.000,1.000,3,4,24.291,965,839,126,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; gold_files=['torch/_dynamo/trace_rules.py', 'torch/_dynamo/variables/torch.py']; add_seq=0.595; rem_seq=1.000; add_jaccard=0.250; rem_jaccard=1.000; patch_lines=3; gold_lines=4; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0120_reinplace_5a90ed352320,5a90ed3523203fea91c3f2cc2cbf7e44532707cc,dd39dca03417333e8c508862aa3d1b6591dff2ed,Logic,deepseek,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,deepseek_autocoderover_no_patch_retry_fill_autocoderover_acrpatch_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,def:copy_;def:reinplace_inplaceable_ops_core;def:reinplace_inplaceable_ops_core.any_use_of_views_after_node;def:reinplace_inplaceable_ops_core.can_inplace,test/inductor/test_perf.py::test_inplace_custom_op;test/inductor/test_perf.py::test_inplace_custom_op_intermediate;test/inductor/test_perf.py::test_inplace_custom_op_two_mutated_inputs,data/multi_func_160/patches/pytorch_multi_full_0120_reinplace_5a90ed352320/deepseek__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,,torch/_inductor/fx_passes/reinplace.py,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,0.000,0.066,0.000,0.218,5,20,14.005,10780,1633,9147,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/fx_passes/reinplace.py']; gold_files=['torch/_inductor/fx_passes/reinplace.py', 'torch/_inductor/lowering.py']; add_seq=0.066; rem_seq=0.218; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=5; gold_lines=20; risks=[]"
multi,pytorch_multi_full_0141_reinplace_5a90ed352320,5a90ed3523203fea91c3f2cc2cbf7e44532707cc,dd39dca03417333e8c508862aa3d1b6591dff2ed,Logic,deepseek,agentless,search-replace-known-location-editregion,no_patch_retry_fill,deepseek_agentless_no_patch_retry_fill_agentless_searchreplace_v4pro_10000_retry_3000_nopatch_editregion,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,def:copy_;def:reinplace_inplaceable_ops_core;def:reinplace_inplaceable_ops_core.any_use_of_views_after_node;def:reinplace_inplaceable_ops_core.can_inplace,test/inductor/test_perf.py::test_inplace_custom_op;test/inductor/test_perf.py::test_inplace_custom_op_intermediate;test/inductor/test_perf.py::test_inplace_custom_op_two_mutated_inputs,data/multi_func_160/patches/pytorch_multi_full_0141_reinplace_5a90ed352320/deepseek__agentless__no_patch_retry_fill__search-replace-known-location-editregion.diff,pass,not_confirmed_bug_fix,False,high,blocking_risk_signal:test_skip_or_xfail_signal,test_skip_or_xfail_signal,torch/_inductor/fx_passes/reinplace.py,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,0.067,0.030,0.000,0.000,2,20,8.092,5987,1713,4274,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/fx_passes/reinplace.py']; gold_files=['torch/_inductor/fx_passes/reinplace.py', 'torch/_inductor/lowering.py']; add_seq=0.030; rem_seq=0.000; add_jaccard=0.067; rem_jaccard=0.000; patch_lines=2; gold_lines=20; risks=['test_skip_or_xfail_signal']"
multi,pytorch_multi_full_0141_reinplace_5a90ed352320,5a90ed3523203fea91c3f2cc2cbf7e44532707cc,dd39dca03417333e8c508862aa3d1b6591dff2ed,Logic,deepseek,swe,tool-call-short-known-location-editregion,main,deepseek_swe_main_swe_toolcall_short_v4pro_3000_editregion,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,def:copy_;def:reinplace_inplaceable_ops_core;def:reinplace_inplaceable_ops_core.any_use_of_views_after_node;def:reinplace_inplaceable_ops_core.can_inplace,test/inductor/test_perf.py::test_inplace_custom_op;test/inductor/test_perf.py::test_inplace_custom_op_intermediate;test/inductor/test_perf.py::test_inplace_custom_op_two_mutated_inputs,data/multi_func_160/patches/pytorch_multi_full_0141_reinplace_5a90ed352320/deepseek__swe__main__tool-call-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,,torch/_inductor/fx_passes/reinplace.py,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,0.000,0.061,0.000,0.218,5,20,8.169,3740,1010,2730,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/fx_passes/reinplace.py']; gold_files=['torch/_inductor/fx_passes/reinplace.py', 'torch/_inductor/lowering.py']; add_seq=0.061; rem_seq=0.218; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=5; gold_lines=20; risks=[]"
multi,pytorch_multi_full_0141_reinplace_5a90ed352320,5a90ed3523203fea91c3f2cc2cbf7e44532707cc,dd39dca03417333e8c508862aa3d1b6591dff2ed,Logic,gpt,agentless,search-replace-known-location-editregion,main,gpt_agentless_main_agentless_openai_gpt4o_searchreplace_10000_remaining_from11_editregion,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,def:copy_;def:reinplace_inplaceable_ops_core;def:reinplace_inplaceable_ops_core.any_use_of_views_after_node;def:reinplace_inplaceable_ops_core.can_inplace,test/inductor/test_perf.py::test_inplace_custom_op;test/inductor/test_perf.py::test_inplace_custom_op_intermediate;test/inductor/test_perf.py::test_inplace_custom_op_two_mutated_inputs,data/multi_func_160/patches/pytorch_multi_full_0141_reinplace_5a90ed352320/gpt__agentless__main__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,,torch/_inductor/fx_passes/reinplace.py,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,0.000,0.030,0.000,0.172,3,20,8.272,1679,1615,64,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/fx_passes/reinplace.py']; gold_files=['torch/_inductor/fx_passes/reinplace.py', 'torch/_inductor/lowering.py']; add_seq=0.030; rem_seq=0.172; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=3; gold_lines=20; risks=[]"
multi,pytorch_multi_full_0141_reinplace_5a90ed352320,5a90ed3523203fea91c3f2cc2cbf7e44532707cc,dd39dca03417333e8c508862aa3d1b6591dff2ed,Logic,gpt,autocoderover,original-patched-short-known-location-editregion,main,gpt_autocoderover_main_autocoderover_openai_gpt4o_acrpatch_short_10000_remaining_from11_editregion,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,def:copy_;def:reinplace_inplaceable_ops_core;def:reinplace_inplaceable_ops_core.any_use_of_views_after_node;def:reinplace_inplaceable_ops_core.can_inplace,test/inductor/test_perf.py::test_inplace_custom_op;test/inductor/test_perf.py::test_inplace_custom_op_intermediate;test/inductor/test_perf.py::test_inplace_custom_op_two_mutated_inputs,data/multi_func_160/patches/pytorch_multi_full_0141_reinplace_5a90ed352320/gpt__autocoderover__main__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,,torch/_inductor/fx_passes/reinplace.py,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,0.000,0.056,0.000,0.218,5,20,8.186,1649,1549,100,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/fx_passes/reinplace.py']; gold_files=['torch/_inductor/fx_passes/reinplace.py', 'torch/_inductor/lowering.py']; add_seq=0.056; rem_seq=0.218; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=5; gold_lines=20; risks=[]"
multi,pytorch_multi_full_0141_reinplace_5a90ed352320,5a90ed3523203fea91c3f2cc2cbf7e44532707cc,dd39dca03417333e8c508862aa3d1b6591dff2ed,Logic,gpt,swe,tool-call-short-known-location-editregion,main,gpt_swe_main_swe_openai_gpt4o_toolcall_short_10000_remaining_from11_editregion,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,def:copy_;def:reinplace_inplaceable_ops_core;def:reinplace_inplaceable_ops_core.any_use_of_views_after_node;def:reinplace_inplaceable_ops_core.can_inplace,test/inductor/test_perf.py::test_inplace_custom_op;test/inductor/test_perf.py::test_inplace_custom_op_intermediate;test/inductor/test_perf.py::test_inplace_custom_op_two_mutated_inputs,data/multi_func_160/patches/pytorch_multi_full_0141_reinplace_5a90ed352320/gpt__swe__main__tool-call-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,,torch/_inductor/fx_passes/reinplace.py,torch/_inductor/fx_passes/reinplace.py;torch/_inductor/lowering.py,0.000,0.044,0.000,0.218,5,20,8.593,1620,1534,86,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_inductor/fx_passes/reinplace.py']; gold_files=['torch/_inductor/fx_passes/reinplace.py', 'torch/_inductor/lowering.py']; add_seq=0.044; rem_seq=0.218; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=5; gold_lines=20; risks=[]"
multi,pytorch_multi_full_0121_higher_order_ops_25d4d5107e1d,25d4d5107e1dbded7712a51a3454db2748ee37d5,e4fe811be88318bee8a31972158e8ad1cb5e08c4,Shape,deepseek,autocoderover,original-patched-short-known-location-editregion,no_patch_retry_fill,deepseek_autocoderover_no_patch_retry_fill_autocoderover_acrpatch_short_v4pro_10000_retry_3000_nopatch_editregion,torch/_dynamo/variables/higher_order_ops.py;torch/_dynamo/variables/tensor.py,def:LocalMapWrappedHigherOrderVariable._call_function;def:TensorVariable.method___setitem__;def:TensorVariable.synchronize_attributes,test/higher_order_ops/test_local_map.py::test_local_map_with_local_shapes_dynamo_tracing;test/higher_order_ops/test_local_map.py::test_local_map_with_local_shapes_hop_tracing,data/multi_func_160/patches/pytorch_multi_full_0121_higher_order_ops_25d4d5107e1d/deepseek__autocoderover__no_patch_retry_fill__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,,torch/_dynamo/variables/higher_order_ops.py,torch/_dynamo/variables/higher_order_ops.py;torch/_dynamo/variables/tensor.py,0.014,0.033,0.000,0.000,11,84,14.151,10636,2042,8594,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/variables/higher_order_ops.py']; gold_files=['torch/_dynamo/variables/higher_order_ops.py', 'torch/_dynamo/variables/tensor.py']; add_seq=0.033; rem_seq=0.000; add_jaccard=0.014; rem_jaccard=0.000; patch_lines=11; gold_lines=84; risks=[]"
multi,pytorch_multi_full_0142_higher_order_ops_25d4d5107e1d,25d4d5107e1dbded7712a51a3454db2748ee37d5,e4fe811be88318bee8a31972158e8ad1cb5e08c4,Shape,gpt,agentless,search-replace-known-location-editregion,main,gpt_agentless_main_agentless_openai_gpt4o_searchreplace_10000_remaining_from11_editregion,torch/_dynamo/variables/higher_order_ops.py;torch/_dynamo/variables/tensor.py,def:LocalMapWrappedHigherOrderVariable._call_function;def:TensorVariable.method___setitem__;def:TensorVariable.synchronize_attributes,test/higher_order_ops/test_local_map.py::test_local_map_with_local_shapes_dynamo_tracing;test/higher_order_ops/test_local_map.py::test_local_map_with_local_shapes_hop_tracing,data/multi_func_160/patches/pytorch_multi_full_0142_higher_order_ops_25d4d5107e1d/gpt__agentless__main__search-replace-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_dynamo/variables/higher_order_ops.py;torch/_dynamo/variables/tensor.py,torch/_dynamo/variables/higher_order_ops.py;torch/_dynamo/variables/tensor.py,0.000,0.015,0.091,0.050,6,84,8.111,2082,1955,127,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/variables/higher_order_ops.py', 'torch/_dynamo/variables/tensor.py']; gold_files=['torch/_dynamo/variables/higher_order_ops.py', 'torch/_dynamo/variables/tensor.py']; add_seq=0.015; rem_seq=0.050; add_jaccard=0.000; rem_jaccard=0.091; patch_lines=6; gold_lines=84; risks=['many_numeric_literals']"
multi,pytorch_multi_full_0142_higher_order_ops_25d4d5107e1d,25d4d5107e1dbded7712a51a3454db2748ee37d5,e4fe811be88318bee8a31972158e8ad1cb5e08c4,Shape,gpt,autocoderover,original-patched-short-known-location-editregion,main,gpt_autocoderover_main_autocoderover_openai_gpt4o_acrpatch_short_10000_remaining_from11_editregion,torch/_dynamo/variables/higher_order_ops.py;torch/_dynamo/variables/tensor.py,def:LocalMapWrappedHigherOrderVariable._call_function;def:TensorVariable.method___setitem__;def:TensorVariable.synchronize_attributes,test/higher_order_ops/test_local_map.py::test_local_map_with_local_shapes_dynamo_tracing;test/higher_order_ops/test_local_map.py::test_local_map_with_local_shapes_hop_tracing,data/multi_func_160/patches/pytorch_multi_full_0142_higher_order_ops_25d4d5107e1d/gpt__autocoderover__main__original-patched-short-known-location-editregion.diff,pass,confirmed_bug_fix,True,medium,passes_tests_and_edits_relevant_production_logic_without_blocking_risk,many_numeric_literals,torch/_dynamo/variables/higher_order_ops.py,torch/_dynamo/variables/higher_order_ops.py;torch/_dynamo/variables/tensor.py,0.000,0.006,0.000,0.032,4,84,8.274,2020,1889,131,Author-perspective static semantic review after passing bug-revealing tests.,"patch_files=['torch/_dynamo/variables/higher_order_ops.py']; gold_files=['torch/_dynamo/variables/higher_order_ops.py', 'torch/_dynamo/variables/tensor.py']; add_seq=0.006; rem_seq=0.032; add_jaccard=0.000; rem_jaccard=0.000; patch_lines=4; gold_lines=84; risks=['many_numeric_literals']"
